LIQUIDITY_POOL_ADDRESS,MINT,SIG_INACTIVE,SIG_NO_PRICE,SIG_NO_METADATA,SIG_NO_IMAGE,SIG_MUTABLE,SIG_DRAINED,SIG_SHORT_LIFE,SIG_FEW_TXN,SIG_NO_NAME,RUG_SIGNALS,RUG_SCORE,RUG_LABEL,INACTIVITY_STATUS
7eNX98VvYbVff9M1DLEXLE7xABreDZRJxDNQTwA7Fehc,BLZEEuZUBVqFhj8adcCFPJvPVCiCyVmh3hkJMrU8KuJA,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
DYmirDZoK5WW63HGLWLRyKfkGMKknGhzqts98gPVQ1BX,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
9AcTAnoazzxEdNeUgPmxBavUCEFEaRHtxHLYxnUGiKV6,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
9AcTAnoazzxEdNeUgPmxBavUCEFEaRHtxHLYxnUGiKV6,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
H9b7Am1wmHpbEL3XuKrBhoeKhcJ5gCRR2gFvi9csCLAt,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
H9b7Am1wmHpbEL3XuKrBhoeKhcJ5gCRR2gFvi9csCLAt,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
3VxJyQ4dhhnkr8PAYFTzhYsUBKY9tivksYEdpeRX4y56,GzQyGytokyzNun9Mafx4hKLrKq2Ac4LPiHhJKQd2XQuy,1,1,0,0,0,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Inactive
3VxJyQ4dhhnkr8PAYFTzhYsUBKY9tivksYEdpeRX4y56,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
5PDHJQ1JRoFb58nM9oRN2D7nMwQsyUFTCHuXxFaDvPVb,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
5PDHJQ1JRoFb58nM9oRN2D7nMwQsyUFTCHuXxFaDvPVb,6EjdgYrrqTFet86QWPqK1Nte7PfyBLUr9Eba1LRFSYNt,1,1,0,0,1,1,0,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
EGG9Fhdf5y2R2swwfcXKGUR1ygUgResi4pr5t8ryvfQL,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,1,0,4,0.4444444444444444,SUSPICIOUS,Active
Df9gXxSSaCfwhffo7Z3qcUYuWXUoZScZonNRkahPqm7H,FpVvXEmArBMbmLC9HH5Du55aRcwEWyHHNbdG9CLgBeSb,0,1,0,0,0,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
GeFKD3inAM1a3oFtppyLY3q5ui2wNTAiYqA19bUcVeqU,4o1ymSASysaPgUVQK8fjPzdurwj37SY2Un2d7e7KF1dq,1,1,0,0,0,1,1,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
GeFKD3inAM1a3oFtppyLY3q5ui2wNTAiYqA19bUcVeqU,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
5dsLjNByECbgaRFYryZUbCQ2wiD5J5k1Hdhh4PuCnoqj,7grTes1Xpk5XjV6omCDFkt1eYwpUaE2kZcUZrbirUnYx,1,1,0,0,1,1,1,1,0,6,0.6666666666666666,LIKELY_RUG,Inactive
5dsLjNByECbgaRFYryZUbCQ2wiD5J5k1Hdhh4PuCnoqj,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,1,0,4,0.4444444444444444,SUSPICIOUS,Active
H9PVJMHDiWXyJHrjtHgQWjmizuvg5XwstEYqqETxi8Xg,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
H9PVJMHDiWXyJHrjtHgQWjmizuvg5XwstEYqqETxi8Xg,n54ZwXEcLnc3o7zK48nhrLV4KTU5wWD4iq7Gvdt5tik,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
2VbQqwHAoZMyN9WUtamJkg4Gt8BdgQuJRRuBbnhzxJHu,6pnK19MfbLX1M1TkrBdgLx9z8bmiNiHPsxVro5AP2iBJ,0,1,0,0,1,1,0,1,0,4,0.4444444444444444,SUSPICIOUS,Active
FiTW1y7fjagEgcQJHCi9JUf95oWsGtjSC5nqmnFVrVt8,FEuySgPHFNXtNRV9XY62pYsPPei1XheeghW2rejF5MJ8,1,1,0,0,1,0,0,0,0,3,0.3333333333333333,SUSPICIOUS,Inactive
DC1wu9dJSxishcs7Dxcbn7H3uTmXFemYAPQAUAWnA8eG,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
DC1wu9dJSxishcs7Dxcbn7H3uTmXFemYAPQAUAWnA8eG,DQpVDkPwoLRAKiNAAFz71wMaVbFqFr6v7eBfNesF8gGd,1,1,0,0,1,1,1,0,0,5,0.5555555555555556,LIKELY_RUG,Inactive
9fy7jUB5Y2mHP5ExopDhao7u4VLPcmuUSQMKdQmXHxB2,DcxDfoKpmpmMRL3aCHTVyPuER3VQqFuB3JX1WKECndZe,1,1,0,0,1,1,0,1,0,5,0.5555555555555556,LIKELY_RUG,Inactive
9fy7jUB5Y2mHP5ExopDhao7u4VLPcmuUSQMKdQmXHxB2,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,1,0,3,0.3333333333333333,SUSPICIOUS,Active
3dMymRY8daWVPTugNQDiEdyeB18utumbnQCzjfQrfX3o,Dwad3nQKQXwwSKsVbevkjfvSnnxtR6MctP4gMcfeqz6a,0,1,0,0,0,1,1,1,0,4,0.4444444444444444,SUSPICIOUS,Active
C7XR5hH5wRAYNsKWbjQUT8Hs4QFZ84LXUHDEx32m783Y,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
C7XR5hH5wRAYNsKWbjQUT8Hs4QFZ84LXUHDEx32m783Y,Eh1fXbAipe4k7CYR9UMb2bbWmBcpU3HcyX3LWuRVFBLz,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
FE4aSSeKz5baogwWaXHUU66993gH2JJ5sgHCUukFY1kk,5CDg3xgQwUfvtyHNixXdiFRnHjJa8kpP6pWTt32qBs5Q,0,1,0,0,0,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
C9n9vBHADhgegsNfQLqbeqEcDaHings5SHJj937edKzB,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
C9n9vBHADhgegsNfQLqbeqEcDaHings5SHJj937edKzB,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
GK6V7FwYZjQXVQENkiRBxkSoSC3A8naw2jQrrhBamVNd,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
GK6V7FwYZjQXVQENkiRBxkSoSC3A8naw2jQrrhBamVNd,3J5QaP1zJN9yXE7jr5XJa3Lq2TyGHSHu2wssK7N1Aw4p,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
AUvuLdc4EzUaD48rYgW8GtRk8uyMqC38Ch5hfuszFiCL,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
AUvuLdc4EzUaD48rYgW8GtRk8uyMqC38Ch5hfuszFiCL,Hrff9DtGPfHpwpHptipB5TYTuzjaECevKAzLaw49z4FA,0,1,0,0,0,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
E2Z7mHqdKBVWuJCJ3TmNZ8PQgRPSzCsJCoTNeFbYSvUF,3J5QaP1zJN9yXE7jr5XJa3Lq2TyGHSHu2wssK7N1Aw4p,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
E2Z7mHqdKBVWuJCJ3TmNZ8PQgRPSzCsJCoTNeFbYSvUF,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
D64F4q6aric1oHG7fVMdBPwKArjvnvcU81zDCucrqdek,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,0,0,1,0,2,0.2222222222222222,UNCERTAIN,Active
D64F4q6aric1oHG7fVMdBPwKArjvnvcU81zDCucrqdek,ZXydkVV6vzK8W2REo7gbjTpYhqPTWgUVwhhMi97eGnE,0,1,0,0,0,1,0,1,0,3,0.3333333333333333,SUSPICIOUS,Active
5XAbXUqx8u2RKhwRng84MYLMNdm7bFF2fDMvuam69Ddy,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,0,1,0,0,1,0,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
5XAbXUqx8u2RKhwRng84MYLMNdm7bFF2fDMvuam69Ddy,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
9oa1WVbE2LeY6yNNE14quMDNRor5hPiahJ3Rf2Y9GQQW,3qggkPY43U1HkHrVEC6eNYD5uDj8Ur64RuaTfSLjWxtQ,1,1,0,0,1,1,1,1,0,6,0.6666666666666666,LIKELY_RUG,Inactive
9oa1WVbE2LeY6yNNE14quMDNRor5hPiahJ3Rf2Y9GQQW,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,1,0,4,0.4444444444444444,SUSPICIOUS,Active
4icvADcmpyKkES6rbxTXPKacELP7ZCSiXRCdjpKdWhHZ,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
4icvADcmpyKkES6rbxTXPKacELP7ZCSiXRCdjpKdWhHZ,ER62dR2YWwPyuzjNNuZhG6U6h9UtN68SypzME4UN9E9,1,1,0,0,0,1,1,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
DhNgxRE7cv7WRs2TChBwMYiqyDYhUFFkxRdjW2SXm6RZ,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
DhNgxRE7cv7WRs2TChBwMYiqyDYhUFFkxRdjW2SXm6RZ,7MkvPe5hnCTFanb8H7wzrpSJVaVRbE9DLwzXa6sgzwnS,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
B4tDTi9kWMj9Xr9FVMK71LtgtrGvi9tuSabkEZfRUnp5,7j9RTwWgFnpzs5bTV2vr45nvqYmwb74CDSPxikPp5rYr,0,1,0,0,0,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
4f3tzmxm9k3z8V7KZSfKWKnwDr4eHkZJNJ8PGNHvXKSB,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
4f3tzmxm9k3z8V7KZSfKWKnwDr4eHkZJNJ8PGNHvXKSB,RUSHazfGVYTM4fvKmeQeTYSg1sk49yaJn3kL3gTcbpF,0,1,0,0,0,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
9EXwfFXwyjksAq3b7ZzM6yw7p38MhC8CSt9e4vT7FUTW,xHWKW3Yyji9xe6FnTmDqu3rBApt3Ysu5ysywUA85Len,1,1,0,0,1,1,1,0,0,5,0.5555555555555556,LIKELY_RUG,Inactive
9EXwfFXwyjksAq3b7ZzM6yw7p38MhC8CSt9e4vT7FUTW,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
6Xx3w3N9piyZmnK5khptfbWTj5KGcUd1QuMmUhqn2bk2,xHWKW3Yyji9xe6FnTmDqu3rBApt3Ysu5ysywUA85Len,1,1,0,0,1,1,1,0,0,5,0.5555555555555556,LIKELY_RUG,Inactive
6Xx3w3N9piyZmnK5khptfbWTj5KGcUd1QuMmUhqn2bk2,So11111111111111111111111111111111111111112,0,0,0,0,1,0,1,0,0,2,0.2222222222222222,UNCERTAIN,Active
B42b1o99BfWtEJWUjELbhJKkgHhWoaJXyKg1EqP5VqLR,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,1,0,2,0.2222222222222222,UNCERTAIN,Active
B42b1o99BfWtEJWUjELbhJKkgHhWoaJXyKg1EqP5VqLR,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,0,0,1,0,2,0.2222222222222222,UNCERTAIN,Active
HxXZbNDM8gWEYwnhz2wnUztTLnwme42fEJvbeAXUzxrN,FNZWbrwfepb1S6RP4rn98sJcaJTAyabThNAzBWKwwTxS,0,1,0,0,1,1,1,0,0,4,0.4444444444444444,SUSPICIOUS,Active
HxXZbNDM8gWEYwnhz2wnUztTLnwme42fEJvbeAXUzxrN,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
HrU4oNC2VvAxAVhhz1PmL7DAYibap6n5m6NVX7znzRdB,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
HrU4oNC2VvAxAVhhz1PmL7DAYibap6n5m6NVX7znzRdB,77psBW1sKfssieLRww5395HmSiWJni71NRKHVbnMZfEX,1,1,0,0,1,1,0,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
G5b3gf3udGV2nQPifaSecXU5kzZjDyDdvSvQYXexpaR5,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
G5b3gf3udGV2nQPifaSecXU5kzZjDyDdvSvQYXexpaR5,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
8pa43WLUuTeWK65VQmPMxot4LtGnZruixsHZAo1Y7vvb,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,1,0,1,0,3,0.3333333333333333,SUSPICIOUS,Active
8pa43WLUuTeWK65VQmPMxot4LtGnZruixsHZAo1Y7vvb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,1,0,1,0,3,0.3333333333333333,SUSPICIOUS,Active
CATwaLAaExjs1Rk8vjB1UoNwUC42rQsvWCN1A6BmDqxS,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
CATwaLAaExjs1Rk8vjB1UoNwUC42rQsvWCN1A6BmDqxS,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
6imB4p6bUz3dYhrEvVLnLz8iucrdt18TRZWTrWjCn9wT,n54ZwXEcLnc3o7zK48nhrLV4KTU5wWD4iq7Gvdt5tik,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
6imB4p6bUz3dYhrEvVLnLz8iucrdt18TRZWTrWjCn9wT,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
7Nbbs7okQW6uTbvURNEkysmF1jzDYebWfU3iz38p176Q,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
7Nbbs7okQW6uTbvURNEkysmF1jzDYebWfU3iz38p176Q,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
BFW3UcvC9Ukw7BkYgTZtW6hGgQxVR4MSBDbNq9jerQC2,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
BiZJD5gvaJWR8F6vKmz7hNDJutn9U8rYegJjWFR2WSAq,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
BiZJD5gvaJWR8F6vKmz7hNDJutn9U8rYegJjWFR2WSAq,AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
H4QsA6mMBZQSvBBn8eFyc3bVRXQWCArsyjHFeQq96Hy1,8paUf5DsXL2SAZXvGKHTJV2RiTQa8h82scKDSmSq91wd,0,1,0,0,0,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
H4QsA6mMBZQSvBBn8eFyc3bVRXQWCArsyjHFeQq96Hy1,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
J9mZ7bACwmutrVq5DgcAjMVFiq4AyMDq5DjwGBgNFtai,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
J9mZ7bACwmutrVq5DgcAjMVFiq4AyMDq5DjwGBgNFtai,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
BtM6nwsdi2wutTasiNHBhXSAMZjB3YdHwPSTymmU7EiD,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
BtM6nwsdi2wutTasiNHBhXSAMZjB3YdHwPSTymmU7EiD,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
HmGDQS9CE7pk6NJATKCnx6uu2XDU7ivScSwTYTrFUXg5,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
HmGDQS9CE7pk6NJATKCnx6uu2XDU7ivScSwTYTrFUXg5,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
zNLqkEXHxVDAbyjSSA8E17e1ksw5XEGrAA2Jha6e3FH,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
zNLqkEXHxVDAbyjSSA8E17e1ksw5XEGrAA2Jha6e3FH,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
3Pxt1ZiXsm1n8khzCGQvXpJ4u92Xu6uUnHP7zXFwDqmx,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
3Pxt1ZiXsm1n8khzCGQvXpJ4u92Xu6uUnHP7zXFwDqmx,FEn7LL4Viyvp3Ka4Q683Gs6mEs9VDrQgwDJkrztVWmDs,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
C75nEdvnoFr4A9rvsFL2qJY2id1v4vqNYA2U5p4tmk4q,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,1,0,3,0.3333333333333333,SUSPICIOUS,Active
C75nEdvnoFr4A9rvsFL2qJY2id1v4vqNYA2U5p4tmk4q,PumPRGmZ56t3Vngxo6fCP7ZJQ14oUg3biKxXrEyQBSf,0,1,0,0,1,1,0,1,0,4,0.4444444444444444,SUSPICIOUS,Active
J7GJwGmAofqY3935RGe1WMzxMsp96nnfAopXzpRTh2R4,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
J7GJwGmAofqY3935RGe1WMzxMsp96nnfAopXzpRTh2R4,71SqqQUTtov3PVLMVEftstjZHaRui8tG2wSk8sqnHVQk,1,1,0,0,1,1,0,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
AswicsSVYNDPP2RwWWv1WTAKSvAw4BUtrH8MrwKJ29XR,6oLxYDnrhQE5qFNZjxzFauCdkK6jV1LULbGJQNm5sExG,0,1,0,0,1,1,1,0,0,4,0.4444444444444444,SUSPICIOUS,Active
AswicsSVYNDPP2RwWWv1WTAKSvAw4BUtrH8MrwKJ29XR,So11111111111111111111111111111111111111112,0,0,0,0,1,1,1,0,0,3,0.3333333333333333,SUSPICIOUS,Active
6RaJ9espVVYWRXnvCFfmB6ycFCV5Btfup5FrR6FWj8RB,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
6RaJ9espVVYWRXnvCFfmB6ycFCV5Btfup5FrR6FWj8RB,9wxrUF2heQBvzUg7VkviMUipDL6kgG96tPLwh2Ls9mEm,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
AkjzDniZeqR5Yjzstx19uVdk8LxPsPCVvMN7vW7oWibG,AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
AkjzDniZeqR5Yjzstx19uVdk8LxPsPCVvMN7vW7oWibG,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
25q3qfHDpRq53HjPsxYEqnLg47rbMH5JiwTRY8HX9mP9,C4Kkr9NZU3VbyedcgutU6LKmi6MKz81sx6gRmk5pX519,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
25q3qfHDpRq53HjPsxYEqnLg47rbMH5JiwTRY8HX9mP9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
B6rxTpRuK2yqgE9MbpLENUKK2yXszP512Wy9iYBHASHT,5PjXwxFN5J4Dq38njyFe7sQzjtCsWK5mUteSwtVFpgrh,1,1,0,0,1,1,0,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
B6rxTpRuK2yqgE9MbpLENUKK2yXszP512Wy9iYBHASHT,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
345q5k5DaWNyZXSuiAu6Sjstt65csRKpUPynC2AkA1ew,5PjXwxFN5J4Dq38njyFe7sQzjtCsWK5mUteSwtVFpgrh,1,1,0,0,1,1,0,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
345q5k5DaWNyZXSuiAu6Sjstt65csRKpUPynC2AkA1ew,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
93MjUKNKxazKmgS3GBX2Gj2BttEjJUyi7NYeyDHdHSc2,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
93MjUKNKxazKmgS3GBX2Gj2BttEjJUyi7NYeyDHdHSc2,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
8fwqQRB84Tat5Cw9S9Km9HRvsh91bVfuLpSxM2qiEQ1Q,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
8fwqQRB84Tat5Cw9S9Km9HRvsh91bVfuLpSxM2qiEQ1Q,BaoawH9p2J8yUK9r5YXQs3hQwmUJgscACjmTkh8rMwYL,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
CsPcrAP4gL2JGJxRBLvw4fTBkGdpRDqiSSCfJ8WcTiUk,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
CsPcrAP4gL2JGJxRBLvw4fTBkGdpRDqiSSCfJ8WcTiUk,AhhdRu5YZdjVkKR3wbnUDaymVQL2ucjMQ63sZ3LFHsch,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
3P8beDYXKRgnJsbSZ8fHJQT9mZheXZndi2Yy1zy2qSL7,FMwCwu5Q7xgct93Pwv5GgrehFHLUBJ8tL9bNotSSPCwq,0,1,0,0,1,1,1,1,0,5,0.5555555555555556,LIKELY_RUG,Active
A4BNYQ3uD9xe5ncq3Lx7Ps4o5c1veBqhw6F3DZfarVud,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
A4BNYQ3uD9xe5ncq3Lx7Ps4o5c1veBqhw6F3DZfarVud,DHHEawWHxWUnni943hjFMkj9cVugyvGiWtrgF1sD1et8,1,1,0,0,1,1,0,0,0,4,0.4444444444444444,SUSPICIOUS,Inactive
2QVyCjitvvaW5EEHuZjKzmsv8L4U9CCAFynYLhmZpgRj,So11111111111111111111111111111111111111112,0,0,0,0,1,0,0,0,0,1,0.1111111111111111,LIKELY_LEGIT,Active
2QVyCjitvvaW5EEHuZjKzmsv8L4U9CCAFynYLhmZpgRj,4C3XRVzwLdTDfQmFAPLKjNVDvU3QW1RzwCCiX1yobcnY,0,1,0,0,1,0,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
4QUp4ACTE4SvsrE4TsrwYvLu1Dqg3R9t4vhZiPwxKzgP,7F21z3B4dfsTTnZvyDGCijwT51DyYwfvS7VrcS7o76vp,0,1,0,0,1,1,1,0,0,4,0.4444444444444444,SUSPICIOUS,Active
2qoPCY2CYJJ9wyvdHYmqf5PWPoUjVgY6MAeRkoAB2XsC,4MsWmTdKbAXtwHgwFsm9MkcN6YhAWbn1dcCR4tUchCuA,0,1,0,0,1,1,0,0,0,3,0.3333333333333333,SUSPICIOUS,Active
2qoPCY2CYJJ9wyvdHYmqf5PWPoUjVgY6MAeRkoAB2XsC,So11111111111111111111111111111111111111112,0,0,0,0,1,1,0,0,0,2,0.2222222222222222,UNCERTAIN,Active
