MINT,jup_mint_listed,jup_has_price,jup_price_usd,jup_confidence
7xdvJigYgKASY1BPKvJNwJNigVEg6P1Y97JmfggoZmxt,0,0,,
GaqKFCDBQmRZbStsWLjZcfykPBS7jTUF92imeuRwvdJY,0,0,,
jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,0,0,,
CKca74fRVkZwo7Dfk1GFdXe3WLhzXpnnbESxYranTcYU,0,0,,
9NdifHQgYxr4CE2jimYXnF4a8qZ7JpCg1fZ7MkyYLzSz,0,0,,
UYTKPLyD8PoAoih3VHy7qcD9zPGGnk22noC3i9fRVE6,0,0,,
GA2ncVMEv1kCeJhtfAQaxrmCWYP2qjshf6K3DiMS3Fwr,0,0,,
38G1CFRzgo6DvtKbDep5UmwVYZjsro54GZrZkBYbodTw,0,0,,
FEzeonhVCNoJeVdqthq2aBWTVpFwG4G4oX13eTkFhs3h,0,0,,
G8feWTXvAhZhxiNXm6odRiSt5UpBNwDSuT6pC9DkdpHa,0,0,,
F1ptnCzf2MDueDuEemht7D5H2UY3Kz3yJsq3ZFSBJTNf,0,0,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,0,0,,
tzSy1V4b8yaCKzJBzfKLKW2tNGCf126fwHVmvyizLAF,0,0,,
Bh2rdYarPG19J23gBwjxF4A4xV5XfPTn5bhiXJJMMTQ4,0,0,,
B8LY87x6AFZ4hhE76uVwyivbesSF4YJQxgLAww6yMPkL,0,0,,
EPHSrF63fwPv2iHVQQ6owTEcWt1U2sf6VHJs5L48vtxo,0,0,,
Dm46hRE4GiwzAjiuBZwQaHxT2cSF6zbSFHKt4jTiQWJF,0,0,,
SXc56YouPdkGXn8WLfYuvDrtHosN3znNPirYyZPTXEi,0,0,,
7jjZxSrCEDVoFGsLYoSkPX334hgR5fcz4SHRcPZ8iuXR,0,0,,
9gzGxiN72y8fzwYZt86sfgvVaWYbon5ynRVMnLnUCU4K,0,0,,
FAjot9TioZKoRtDY9Fm4n6FjBa6VaDNL6SCT6jXdZCbU,0,0,,
5ccJxf17anu5WrpHDmLK8iRBfY3RnEMMpJUBemdEUqnm,0,0,,
97RYzYNqwVQxiCokY3cr3ZyW7mn3aWC9VpBQKCmWjTEK,0,0,,
9dDvFqDe9Zxna8XN4mYs5urK9NtgvPPHizyqaLm9NrPa,0,0,,
2nySY6oEaoZUaw1rvXfznrQohgbNk8xRu8qyu7AWkiFP,0,0,,
57KwaoT5xNNsvLiVWs6FJyuRnNJfWac2kaKYMdVJfZL8,0,0,,
CciQLKjgAg59MoEJ9nTegRnBchd52BPNmKHjfwZxA4bE,0,0,,
GJwXXQz6Ddk5i1xu6tLDTpYJeYuivoZ55tdTUgZee39o,0,0,,
7abMjwmZvQNKQ4xM2G6ijwK4LnqnUBHqb4WD7LYfGGoF,0,0,,
DcwhK8ddaeKBxrbBGtvL2vZpyf7DJN55Gk8RMpkgdGkn,0,0,,
7cGfXpGxCKDZoxS5L6B6Le9QUTc9iBXrRAJvFeLZfoZR,0,0,,
FrLvQuxj4tWxsksfGhFGMzxnypToiZ4tL7KAp3vdqF6p,0,0,,
2q5abp3zo2vd7yjtZuykfPDUwTC41bYFsLqf9DwQqVCt,0,0,,
YAHKnYg7xuNx5ULkkzakcn4MQrFy41xsiiao2QhyWc4,0,0,,
EdYtFA5WsPJv2i8nL8kMFrsdnNvBo6xESaUphrod51rD,0,0,,
AT79ReYU9XtHUTF5vM6Q4oa9K8w7918Fp5SU7G1MDMQY,0,0,,
5yQGFHA7kyjYm5sxpHiVR7MHiyp52tDsdgk5U2BYLzdJ,0,0,,
HYNXixjBznoCVMTfHq3Lc4iQg5AuroU2aFGrd8sCs1VP,0,0,,
62hptRGxtnRnDQEH8QxnR3oMDz3XrsiGDTK2vmBLoYPo,0,0,,
E9nnm5DmtK2fdo39Lep4VMqHJgEVj94TK5Lx9QRpZ9y2,0,0,,
5WCiRvSGdsu8EuRXqRQofjg2udBYrDMdz8fobQCHpp3n,0,0,,
8qXNk3cQN7WxD2GtVSW3NqkZ7qoTttqojvwhJgQyUyy4,0,0,,
Fh6RLkMdHCNEJ2mAr8QygUbJ7S9vmqK7DhMquSQcAq46,0,0,,
Gny8QN7eJMcpQNgbZ7CPfXsUpzt7axqxbYLvzN88seBw,0,0,,
B8aTLx77AP8V9TFhn6sqouecqBWXPfFtnQaiR2rinSWc,0,0,,
G8Fdja4fdJ8Cn9jsRf7yqrB36MYyjiZWWhcZF9cdxTUy,0,0,,
GQBsYBoFNp4XXpaxH93DbH8gf8TFVnSfnfcaQdmPJLsN,0,0,,
HvUFTc27kDGpfGra8H6rNb9Tcri5NQri2oQW2vqNzzT1,0,0,,
CVevDVzkXqaRTwmAfxE1iDNDeQGhr9dNzbKDvD8V2KAZ,0,0,,
5Gd5vzFS31oSb52Jegvncrhr5Bt4MGRHqz2NepyJZcHh,0,0,,
DxWDprzs4vD6ucCb6ry8VvqEVTEEbMnjbxXJ8qEeyVzq,0,0,,
Ea3FR68KaTX4qXZodahrDJATRXVcgZGgThMTpYwsN21q,0,0,,
WmSpx4hj7aRwE2zGa4p3FhmfBWC3VQqZdNG6j8cYRMj,0,0,,
9bBMUBwaea7jaKesjcobCJUcnAyqbPrtU2cUxHsB77Tt,0,0,,
9f692pqHBfEcQz2EHWieaLAQHTrBb6LkHbMEkVkZfN2G,0,0,,
66qzvRfdP7JRhP5u5oPsTeiQY932QyevHnTRCMDx7nPU,0,0,,
6XF66kNbiA5QnRmR6AitNhBL9DjBhtvAaD8uAnarpZvR,0,0,,
BYXHaisE61DFNjVLAvS236HKmmXwcpQFdbhG2LbJAZMN,0,0,,
8CSTYs264XFrGym2WLy6QGgq6isxU8G4Und9q1gVbbbB,0,0,,
HbBCVb5QVsCHEU1MBckW2woVg74twkoVKNAn4NP2eGHg,0,0,,
73bu7cNTWskXf7mST5P2wSP2jar4jadUBuEuodmabDLe,0,0,,
59btj6DS1c8qzzdFsiNZd7LPPHEuLz44D64AEKEWRrng,0,0,,
HGjkPMg8TLb5ew59mLedmN1vg4DKzKca8KywDdVnQMht,0,0,,
MiXBGrYYBU5Gp2dDYfZm1b2sf4FiZris3UidQqy2TtY,0,0,,
KYAFhoAXyu9LShR5vMW2AXsNVvws2bV5ftVLrvV3aAd,0,0,,
EDV2TpFBKJgBK7ryyTwJpAw8pBQDRUCPv5NoWPpoqDo1,0,0,,
5cq9hwbtXhD6LybdYCbYErdehVZZPS68VRV8RRxpGaYW,0,0,,
FYzfGsMha53qKyaTV5b6dhc4SWok4jYPJE6RfewEVsLx,0,0,,
2yhcYMw3FKYTEmY3vHfZ8JLqZhSAAZL1nDEABrf3YHXn,0,0,,
F23fFqpRNsmWjuUrFpfM1pvoVvMSpLuN6hY978Y1JXLt,0,0,,
7uy7HWV8NjbB118aP7a4Z83dCtcdyjj8HNuhPb8t1cRM,0,0,,
7hgCxNvMA1SdzLLrars8j6VhwRrY1XSqKFU1LQjsTHZg,0,0,,
ALorvhsjcm7qSePeMKmHmmRcQHgt2VZTK4r9ZWT5sF6x,0,0,,
3gVB7YPsrYibAEidLF7t4sqezfpY7dWbNs9KzAQajsDc,0,0,,
3p6RRmYpJmZR3LTZ3EfNJXwBNuuo8yC7VTm9eeuMjQo5,0,0,,
DjsWisCW9PcSHzJgbCqNLHoFezAP6QufSrj6M2pj1Bqy,0,0,,
BpD8kZ2DdKpUej5LFhC2TRDGB2cG9wPgDyF4VN4SabBz,0,0,,
AebrVZPfSH7KPAxPwnuqTZB9QNepdktk7HSSY4SNj7BM,0,0,,
4RvPzwjqej1hsUzUHvJVVfSaoYZYYrh5uwA4zbEwRuZu,0,0,,
5upp1jR4pQCnC9VmsWjqaKxV79c9pJyWhqYZ1h4iPqAq,0,0,,
2FprjEk4MTSY9CxpKuENbGDdy69R15GHhtHpG5Durdbq,0,0,,
CszrYxPcBG9AzsVskeAdKmB7Zgqd11jQ7VsA95vxJ718,0,0,,
7pcmYMiVfzrJ1DppFCXJGatZqPhfGW5fqTDdDzY94AaP,0,0,,
3oBzUq391Rq1vbWba1yQECrLjC4CtUoGqdBzsR3fsd8q,0,0,,
FjWxFAKpz8TQmU7KFhY9AkHXuBhDdGp2XkGvXAKm1YP4,0,0,,
Dho5f5naz9Nsum7e7mSFMhjZR8eLnEKJbjv69kLFm9C2,0,0,,
FBzEVZLwJroFygLGCJxPsbbPuQzoybuCM3m3QWaGcMMd,0,0,,
dPqsgVn5CG6bARmL7JQKY8egydEmS7skPDXARUnGFS9,0,0,,
4PGZtmVrbRqAuGmzyfEGkFp8YXrdk2BSFJ88uKeU6E2S,0,0,,
2jNhtqnehWiqELnoeBuMxspUMP3skig2Fmp1H1TnGntw,0,0,,
xfm3Fvi8k9km7daNw9fCDTnoJT2bBiKwc84KMmbcy8s,0,0,,
AnfUfXbHCriH82d8aZwXe2N6zJistnSKhgdV5dajmfZU,0,0,,
GDfnEsia2WLAW5t8yx2X5j2mkfA74i5kwGdDuZHt7XmG,0,0,,
3iuqbEkpz4uciJAG78Bk5WBrs1mLxdrqquh4MRyGUuv2,0,0,,
EVaA1KctXG17xSgWbdLGhivLfGbTYPYMJbxKPHh5uWbg,0,0,,
56i7tbD6ztYWT2DEEiJS48EJm2kmK2HDxAzxcHn1unm4,0,0,,
Ft3qT6FDHmryA29HzYpM31b7NktLzcDNC3aDWmQWnwWG,0,0,,
4N4GbbdpfGeMafH8LUBAmrPPpmkZwbKDW4MUQ322G5uv,0,0,,
42Nx8vcskzZzNpk4Ry6a5M32RRwroEx47wTMp9LtEyko,0,0,,
PKrcdKEPiKsqXxuxmzT3FVbsi62WZ85uBuNb3VNEhvw,0,0,,
DBcHeXLBFV2mtEJq89rEgdYLEx1Gx5QJx8zdSKHcEPPp,0,0,,
3T8YMrp8yqiiBroSDmXuHbunQEk3iYjyRT4g457UUtWS,0,0,,
3WoJHGNAcQpjuiT4FqbkqooWkcCMKC5oYDTWjAM9cMmS,0,0,,
E4jLTGVtUEZp3rk2Q1JwRJrHiiRp8L1EeEYMxLLXpouv,0,0,,
6wrxwWaS1oa4PAqpBUzA74AK5kCfR1HrBMEpfE3gBmGG,0,0,,
4mdJfTDMNGDNWmhvvwGdqhDLUsCFL7dHvKne4NEufzv2,0,0,,
CzLWmvjtj5bp9YEWkzzBnuWovVtogeuchFu5GeFh68hB,0,0,,
48QUuix3d7fBPnPqDSPcRkaBtk7bcaR2G8BFFxQkCw5c,0,0,,
3de2yRhtD4VbJBb8EQAQffYMPLU4EnSHT1eveBwiL3tn,0,0,,
9oRvaVodFKgMJnHygkctCu5f1caYoGbVsSLZtqH5UJ2W,0,0,,
AjGapzi6M7ctG5NPk6wnMZsGMPgoT5Qvof1g9rvorVY,0,0,,
A71u3icbBMbLY4N8Pk8iX4oWLGsaqCfDZsaY6DyaVE6q,0,0,,
7qoBPUP1jmYzqYRAA9rYFmv3GhkbQSTb56VxTRo2C9N1,0,0,,
AeMdb3RVeacxVyPaiKiFdcCneCdMdU2pK73mCzHe1jkR,0,0,,
2x8o3hA5S5fBxCSE9hzVTf3RohcMWHqkDNKNEPuzprD5,0,0,,
9uNpceL2FF4hTBwyDoA8vGfDycBs8JxUR3KAHCFnfhFJ,0,0,,
6RVwd7xVhXnX1VsZUiuvhuUBJX2gqH6umir62R82up1d,0,0,,
sFCzXeZceAyVLCBoQHsMGb85iCAkBMXJAR4TZvteB7J,0,0,,
HnJQM9A2QK6HxMUFBi1YTda3RowcBFEqcUpu5HXYeUZ1,0,0,,
EoYJmAUZzBKwk7JbKqAwWKatEqtLPK8w9pSvE7FW9dHG,0,0,,
Boyk9ywFfvVAr7fH8bUpTHyvhmWYWm1yqpnn8hx3iks7,0,0,,
5xxTRSF9bQAXB64en2hqQJcbLEnittyUGf9kD8bd8PEf,0,0,,
2gcBTcYmkjGREV7ek9i7wvTtiT8hzaor9Dq937bzsXh5,0,0,,
Fro9YJ4WNrhFJwoWadgTR6PEaRaN2n69aMM5KLSwKLBU,0,0,,
861FXUYT4ar6kowJTd7yXxXj9vVaQU2Lv5FCs1UhzgCt,0,0,,
9B2XvPFbXApCbuGhS28BcXpauY3xyvCkKfs6xmjjZ8fg,0,0,,
DahmfqhqZQcZXC3RsR8m1sboCwtMtKNWvA2mDxbg6e58,0,0,,
2J4sFeo4HXXqmkcpbUj5wHbb1s4dv4oxJVos8ktVYQS4,0,0,,
BWrGjyQnwuAXgeW6CLyesEgz4wJVDUQH5mpJZDUJowsV,0,0,,
6SRjywpLBuVSxGbyQKvKtsCRTkSvH2mk5QjdL5x9bUQi,0,0,,
AgUyFbZA1yFu4dEdHDA7KAHHs6LjS87gNdjk8aeVnDXa,0,0,,
CTNABrFNMDZBNSqWXXdAE9CmJ2cQDLJZW2q4g39VeM7e,0,0,,
92d4Pr8m24mP92BpQNGeL4s3D51Un3XeDHmmSqs9vnbg,0,0,,
BG5mAQhN24wEnKFJh9kYKf1HWFjgBfNjKgRyAJzNDvu5,0,0,,
C1qcj72eFbzWpN1K7TJiQerN9zHuQ4uHbBi688fK5hut,0,0,,
75xLZVKnjkxsCPVKSUxXJT57N4e93Y3GxtF94qyuZ98k,0,0,,
BqCXUNKg26GHNsjHvGbFjEztKBZeaZXEQbwxzvU2Dygj,0,0,,
Ez3nzG9ofodYCvEmw73XhQ87LWNYVRM2s7diB5tBZPyM,0,0,,
Ah1zCwmz1fm4A7Xt8WCHXtgPJshS14eCqvpmXD2xjCqs,0,0,,
41ABJ3EnR5BBmtifCmLUNrArFsE9hkyYioLS8gCpXhPo,0,0,,
7zHGr4QpPvL4vsca6xfwykyGqrnUmuRmjoW6FQKccAeZ,0,0,,
GShr988mbav1BnFiiz8GTSwRETtme82Qrbmt8e5W16qC,0,0,,
DW1sM7UuBHsKh8k6XMvY4GayYZKDsZhYjwRziZw6xpnD,0,0,,
5E6QCpNSxEVyE3au6PbR75CwuHGbC9XgS8X46zLLaP6c,0,0,,
7hWcHohzwtLddDUG81H2PkWq6KEkMtSDNkYXsso18Fy3,0,0,,
2ZE6hSL36e44wP168YMnxrbi1CSCFuD2BJm7NoNHfsmN,0,0,,
HvNwBDgSSfQiUe97yXJdFx95wBeJFWr95UmiTCeA48Lq,0,0,,
5J2Q975h2L3A51UMBpSc3hLW9ubdPF1nURhukyJnscCx,0,0,,
D4NUwZwRRctxNNtcytcW2BT1KQvxUp45gjNvzBCBqFKs,0,0,,
FBVWCddM8yWFSCw9iRgwkvNaQV51AbkkZPTKRDv4cjhe,0,0,,
FjRUB1HafHsaGQxibEwKpQxXgVXbE4k3pw3XWqKLxAiX,0,0,,
8GturCrLfiUHxatQR5JRuDXm8BoAw8SzdsVixULRJxnq,0,0,,
GF4ZjBfyUwT8b3gAnjAuFx7CUwGeaFojxUdMuMzt8xRQ,0,0,,
6xeHuVZtNY9E8aoDe9PgsJ8jwBGKGCRrs2ZkDnqdEvxd,0,0,,
HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,0,0,,
H2rAtDa15kHH5ymyXXmsQTKyAAdmZHPFvD4ytAFej6Bd,0,0,,
F47vvwFYuLioQsqEVAjqdY6Yihc8wVRiUcfHGcBR9XUs,0,0,,
2J3Xh6ib8PiUa3mgKGsFuLMwPR11JjWF6qb7Pe5Yhu3b,0,0,,
4uwt8P7LKdoUm1A67XDM7EAQxS1HtuALz8ynQro2cbpE,0,0,,
AZsHEMXd36Bj1EMNXhowJajpUXzrKcK57wW4ZGXVa7yR,0,0,,
EonBsHn81ztjiRboQAFFfQZeYvNLr2tAJ1fbNM4a2diy,0,0,,
EoYCEQoAaMa9A8jno7J5v3SgKTsgyNvShdTEVxW4tvhu,0,0,,
FpZWLF31ymwJQNKwdhxAog9HwFEJGWjk6JqQUWYnuHry,0,0,,
9SDdd8Ga5VCFzfibm5QSkGvr2vJiHfieiCoMpoJXdDEq,0,0,,
7DGuQ4h6smY57a5mQMjJfzFWMU2Qy4FhfA4UpC145e8e,0,0,,
H7ed7UgcLp3ax4X1CQ5WuWDn6d1pprfMMYiv5ejwLWWU,0,0,,
8yWj7g4DE64gsAcoCibBv9YnTXB9ab2RAAsNKdUDsMi5,0,0,,
5cfoqCKC7NxaExZZiPdtY1wkyL9sSG4usXXVZ6JmeRx,0,0,,
4zPVu48xLuFoPSYLLBBbgadKzCmGTzEviuNxe77Vd8q,0,0,,
CKmKLkDnEfmVkQoYDa8WUnLMXE7UTL37L2Yb7ReRwTpX,0,0,,
3W2kQxnwCYrh8V328xxvEwE1eATKN94PrzKJKpMVCsvR,0,0,,
BSL41VgZw9WvAbNqCmBUVJ1KPoy3ThmPdRwJ4RFSYnuV,0,0,,
3ZF71NNVuoex6tqkUiDfKMM4YwGHPRnUata2S3dyuqsF,0,0,,
E5zwQBbYmkTW5UiF7vAFQaKpv9Ud6PavGgKp2vgAYb4Q,0,0,,
5E3kpN4vwHmqLJJXSnLwPsdK5HvDfJT5qHX1jV4mmesA,0,0,,
3am5HJ4mkWBF5C7p5oD27uJZmVTwh3YUPUsjpQ9wZaCV,0,0,,
EHiGnstjsXUheCD8WawoupEZ9mWGwDnCBSxCacWQWasD,0,0,,
4QEQUJaevp8TBbYqzmQKe2soe42xRdMZukw2HSu4wyYf,0,0,,
FaxYQ3LVXP51rDP2yWGLWVrFAAHeSdFF8SGZxwj2dvor,0,0,,
7ycrd3FExhpHx3HAscv8QmKFNiJUEnjHfk1uxgt767J1,0,0,,
5ekexqKmYxpc6LNg4HTiYP5e6zmsQ5rbLLYbk3rBdFiM,0,0,,
9tb8q7twKj2X66oxXHLxrPF1ov9uGk2Kdu9ajsV3JmFJ,0,0,,
FuvFLtx68uGjhr4GWET8JTskC7s3R7MM4Feg8toyzFvf,0,0,,
ALmnt24ewAyfK7WKnmALY5GnzrdqdCSoPXkg7PEznJAQ,0,0,,
EETgMghWtwKnkkwZMvcG5fVW6MjmxRqphJjKi4xcfXUj,0,0,,
Aj8HNcqANKz31aCM1qFWXcHeogGXeTP3XhKxphuZshih,0,0,,
DdtiWtSRcVktw5BBBvN6VSFbB5Cy94SboJzZjGHRPRpd,0,0,,
CDUb1HHsX5t5pF2yNiq2WXB1H6fSckD3HGefcYdhkyPc,0,0,,
DuCXJRK4MuZBWhjsLYh71fs1ys8DFrQ9giWdZwvbC7vo,0,0,,
4mePNLaeaDm6XSuidW9TaeEnJL3qLrQxsb3Ryz1CR8ND,0,0,,
9XCW69SHGtaXyruUJb4PX9AJ5zYaNuQNkfyuUstXGPHT,0,0,,
CynmbhNzoBNznZgn9DdMvTpwkiknEkgihUTE2Up9nkP,0,0,,
25hMhfqrJWeq1HMYreYkfEEUrRbPUiPHtGjpeBpA6jta,0,0,,
vqELxH9xXugDpTrp3vZXhnDHpiZtGccJdrX8kQDr3TM,0,0,,
H3efNuqCXRNPFAp97SjM1PmYXmuhGqxuNheQCAFy9rWe,0,0,,
BE26dRbp69scnB6qYUxLbHKvrNWWzEjAPtFagitoET7D,0,0,,
ArZsYudrNRd95vgpebeHHubUcghryFUpmejngBubWxEL,0,0,,
7SJw7nj8eGGQQggQnAYUJKzyGwH7K9eDcvig1KnsXJMR,0,0,,
CaUu53KY5pRC8jCc89zp81XjJF9GMEjwMrBdao1qtNQZ,0,0,,
CeVHfEVe9ynNawv41ecxG6vtAEGTqeA1UPzDGFJbKQPq,0,0,,
F9TBTkUELa39d8mpVvJDdcE7VrAcEGgzqBy5xoregCke,0,0,,
4wwkvbdCuwycU6ZXop57uHUMtUmed9fBqPXYstHwvbhC,0,0,,
HCKZPSGLvUyWTWwPtmcL41fdR8dNgDmzgx11mgCihVkG,0,0,,
7rhhtc2DTTAsPr9P3ZRqUjYZESRj2B29L6qrEXG4VLkh,0,0,,
DzUEfD3dYnC1pD3G5o2LKFhrZnNUTMxdhfhHF4fw7rUT,0,0,,
5sA2wD6rzevSPbjQkvGxb1CQMVeAx9NXbcYJm1n4ADzf,0,0,,
3jiCmEi6DHgWHUaQMZk2NsyQffsjhtnY9nzjDMgjj6qF,0,0,,
APsw9WyaCG3vtciapfBVa3PL5k8U8iPLv9LWsX3vgbWL,0,0,,
ADhTSZTVRWZkVLfZaooCpLHh2CiV5xL8unvd4ASVUj11,0,0,,
9dmxgSNmuSFF58TTNkCYYbS73pJsiFHipihQMeZwdryn,0,0,,
CC38nRUAr87YNqzquS2Te1fQrCpcKm2nmEAfWhn6frdS,0,0,,
HtWhNjE8wjzbadcpges4o6FmmEkfzvVzsJMraNXEkhtH,0,0,,
D57jPSzp2aNrQcqtLDJwyjisDP8t78Af51HHirxocNxb,0,0,,
8nTeMo6HzwL8wRCpZpd8Z9aeCppCwAxxqtbT53rDFARb,0,0,,
BcCgFTU4Y6LgTA7vs6N6grNPvKPTZtXnJaLoiFnDCA3h,0,0,,
FKqPnXRw77Q8krdP5NBmyWfBPxNNiWy5KqGtmtpGLSuU,0,0,,
88tmABf1s3A6jbLD2yLR1tgbGjz68fz3EDrbeSB1JPPc,0,0,,
HKzpKypxmeRsz5rKXQTRk46N89v4ba3983FVzg1CCJbR,0,0,,
7MvpGRea1qCW65nx1gYKyFivBLzoZzZaNNTvexSVEi2t,0,0,,
Kaomdm512wqy4By5cQCnVCgWPzJ6kJYvih5xzNfzoc6,0,0,,
22RTbo37y3NrdcgRotRNSnqGa6wLPaDh99cPXuw7X6zF,0,0,,
7iT1GRYYhEop2nV1dyCwK2MGyLmPHq47WhPGSwiqcUg5,0,0,,
8Gt316CqTV9dQMuqJ3ZSUrHK3DEDjUtoxQpPakAJuW33,0,0,,
AfPeB1BDUotBeNoLv82XRDCNQcdAA1mqis3YC5SMTe7a,0,0,,
Ep9gBSAMTW3MWrYmCLppwUjzP3ToZfsxWhswQfi7angK,0,0,,
F8qtcT3qnwQ24CHksuRrSELtm5k9ob8j64xAzj3JjsMs,0,0,,
FKHL5e2QdRbNBruD1KVJGATqKhksYVVKnAFqDgnCeAte,0,0,,
4GBDvRCLYgU247tzBY9sFGdCZAxgdEuSANrkp7BLtmRL,0,0,,
9B53NqWkA2Vfwx3DvAbd2kzGGjLFsEY3iZjpsT3mC2Xc,0,0,,
NcRcGqPuADfwNZZUznTEe3dyoXqWnFLvTR3jfqU4W8b,0,0,,
3xQ3h9pAFWYnkyUp8hfuQPnQCoBtNiLxDM8FxJoeVbrB,0,0,,
DfRzLBUkvEtRkjvqeEAqA82auub3v2CxDCPpurigfzF6,0,0,,
79xMKgAjGR45dZFMEYUGVTwDkf68mX6bUkU9oWKBYpDL,0,0,,
3g5Fp7UnkAM1kRDHkJfF8Z43LBpjCiKECtZxFAyaCxAL,0,0,,
4v6tZqfWz1uGc5PKTsP3wjEmgmu9Be9Et6soPCKpmbuD,0,0,,
48x98Nr1hYiTNWAds6JhKPLvd9uzvSmpX4oaa5zptpFs,0,0,,
A8vsrQqhEiMQ1Dxzdqv59DQ5zTF2avsPH9WJbbP3x1Sx,0,0,,
AbXoXDpicyHSkecMwyLVgkxms1ci6ogPqFxdrgkLEEUR,0,0,,
EiS6chPpUHsNCH2vGob6aK8PuHpJv9gZsE2sGL3q5L6k,0,0,,
Bw4Px5xe28iECcMgYHMtpzp46NZX6ACNaPnUU8H6hi6E,0,0,,
G7qEb9BymbX6Fs37tWcS2oJsrBcpv7aqRJdL1YCpsv2m,0,0,,
4UPsfYdBNJ1BXcMcfgyW7WZBjrvDU5ik2WDhiCzDacAv,0,0,,
6d447getXNotYkxDsX5b1od6vBhxaNrUJh6oF4Tx9yQg,0,0,,
SFRg7WA3LjaM78ubDYe1mM4DPkYHGasHqyAc8XCV4b9,0,0,,
Aa9he1b2kGc4kwye4iLD4oyQ9uFLpN6TSNmQuVkUiCth,0,0,,
ACs7mDWhxk6FYvKgPNSjgn6YacPJ66E9djJaWjf9Tdj8,0,0,,
3LmEEjBRZTnYw4boBXuHvvbzW1m4xEA7Gat6yYiUoqmm,0,0,,
ERvQ1HFYiw3zuztNeWWZFqcbS5GRa1YVe712Nm2y1XTx,0,0,,
9sgaszZ9X9WRU7KNjsCmD8eVRfMa1ydBLqB5Gg56tTSm,0,0,,
GV5nvJtCAquHPyg1weRfuh7pfhHgzFAujEaELyLWfqiM,0,0,,
H1G6sZ1WDoMmMCFqBKAbg9gkQPCo1sKQtaJWz9dHmqZr,0,0,,
7NY6ocsf8eM9qFFa2Mqf9479EMTh7yYqi7wiQ1PCPaYX,0,0,,
DcQC6XbBJbvvRjb7qNyPW1edEdXp4e3gkLGUrXJbJCBA,0,0,,
3awPKVg295Ajv9r6ceFfeLmte9thnXxrLP2g6C8Ajgud,0,0,,
BUFFGCfCHwKDeGotcUECJKSNXpTZmPf2hvk5TvLnkJMK,0,0,,
9gxK1D8zVqqnR7HPkrFVARZfigpivyAJ4zu2XkoCMUgN,0,0,,
7uWsUYrzoDHLumE9zYhenVeH6JoToujjEcoXYp8C346Q,0,0,,
BvAZ2ay2KjBcGi49KspWtY3DAatBN7enmqaon1TuR8ES,0,0,,
ErD5gRzNZBL2kZPPeNHh1FhLAqoWUdGKxVqJ9rkxN1pD,0,0,,
HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,0,0,,
2UkaMqVkMMkKFVjZFFF9UrC13rR6eskKGH1EjisfdQzb,0,0,,
9c2KfeTcmKtsMGDTPaqtiCeZEimDHzmdvqp29wohdBPS,0,0,,
FgJRgP5hHZ2nJz8praP2kDdzhCNSNycUP63VjmnD7F7h,0,0,,
EcK2evV2cDECVsmvY2FxU51eu3fp4w48zrZxuA92AAAN,0,0,,
AfkUkcoJ5Yt7eU9BwnF1RjRqt4fQG5zYV1eS1ytDk7FE,0,0,,
EkrQYoyKSHJ8iVLa9ebYwnmXrQAriqoP6qdXug5iFRXa,0,0,,
BYcE2DWQepvtPmhj9Dif1pQ8YUhteugpgxx3xWtNvu3k,0,0,,
Bw6qezReDY7chfvPufYVG3LhCCcFdke8WDq6BiDpEiTS,0,0,,
sExT6vrPUMPC2EFoGKHthGbsymg4krBumEYspiwQ7zL,0,0,,
D3M367scPKurKZFr6JsVftZGhuEbAZBeb2dGyRjossEf,0,0,,
87LcCtL45TZnsRYsF1ztrix6NDvC6Eu6VM9mrskk2SZs,0,0,,
667DdW3tByZiKAfFaXZ29eMcnWKSg8GQHubsb1iDxRxv,0,0,,
FnJdHDcfmiB2JiM8j1bvH89z6ek2GHeHUfkwhn1ke31E,0,0,,
6hbpii5ZhBVtSdCMDwiViCkQwoQyao1jDBjvisX4wRaw,0,0,,
3fAs57ZuSxkK7EJxYvthM7UPBa3dHRai6idHQwphkYsK,0,0,,
79F32BvHBE49gPsvypYTGzcpWGvt66mgvenQow3mJjXu,0,0,,
C6L1gs2JQC7GFXySheivpnPMqFWBtgwBD1KoRMLrAH8K,0,0,,
8ERPbkCHz1RUDEum4Kee6qmH8nYnJRRDdg1ieiX4wzq6,0,0,,
EFUNA8mYkdEQayJBrtFPFyK2Da5oDHWPSfLP4XKA8pN9,0,0,,
4eVeDncy6EBF2vh8jbpHUDgagwWP1B3Ep6SzzVWXyENp,0,0,,
AWXtRFNu2FnuuqGWFUpbkXUa75NTMGcHCsXacrB9yhdq,0,0,,
EhhiZTzYNVi3FURTkiDVwkpoz79sxiPEX9Yj1nLutLuB,0,0,,
GSue3NVd8xqgkzcH1peV9PDPJpy9yuNgyGnwXegvQ1sH,0,0,,
5BaeivvbQorsyDnvbwCuWWWxpc2ozTT9bn2fXLSSbjhT,0,0,,
6VfyD8aYdfeaf3HCkJ96AdaGwQABV5UmnLr4cqtPz8gZ,0,0,,
FN5St2UhuhKYcKukE53WP8TMqWVEVKBLw9AuuWXGeqHS,0,0,,
2kSmCB5PrswNvN5vrN4ayb2DnVbeFmNhX7QuHReeGKYy,0,0,,
