MINT,jup_mint_listed,jup_has_price,jup_price_usd,jup_confidence
nQRrWF1yWpYzgpndtGRMFYQJxWtauTeUJYWAfULHRSx,0,0,,
6wShYhqA2gs3HUAZ4MyaPDpKPBWFJUQQUGaCoy2k1Tgz,0,0,,
BGN9c9JJxMgmm7rUqeLanYwWwo2GbedjUFaXn7tAeuXK,0,0,,
7g166TuBmnoHKvS2PEkZx6kREZtbfjUxCHGWjCqoDXZv,0,0,,
CbNYA9n3927uXUukee2Hf4tm3xxkffJPPZvGazc2EAH1,0,0,,
6PBEGe6YaKmDPw1Ebza823SuvQWQgGZ2NTANBgaKdxHq,0,0,,
E9bjYSAqabYAd2Zaev4qAMVNAiX7Z2Dp4Sn1JgsTn2b6,0,0,,
EuD5L5XSYKzyDC1YyYzmoWC8gmJhpEh2vMj4f8LeRW8r,0,0,,
J4tV8qjZyzwsYhGmPREDEyehCusPwa7uYm3UssQ6X4A8,0,0,,
3CKQgrcvwhvFqVXXxLTb1u262nh26SJ3uutkSCTtbZxH,0,0,,
GEJpt3Wjmr628FqXxTgxMce1pLntcPV4uFi8ksxMyPQh,0,0,,
5DfhZugS25gPf84LF5u6LjRCzW1XCFuRd88PAujoeic5,0,0,,
D3cm6WRnyBct3p7vFqyTt2CaynsGPuVQT2zW6WHSTX6q,0,0,,
FR87nWEUxVgerFGhZM8Y4AggKGLnaXswr1Pd8wZ4kZcp,0,0,,
CASHVDm2wsJXfhj6VWxb7GiMdoLc17Du7paH4bNr5woT,0,0,,
9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,0,0,,
FatneQg39zhrG6XdwYb8fzM4VgybpgqjisJYESSBD7FV,0,0,,
25Vu6457o2gdZRGVVt5K8NbAvaP3esYaQNHbNDitVtw1,0,0,,
GWgwUUrgai3BFeEJZp7bdsBSYiuDqNmHf9uRusWsf3Yi,0,0,,
8H4eH19o9yYWCGFQLe37fQhn9Jkb5TUVw8bwW9cmHNfu,0,0,,
BHcuncUCUxsBw1yyENizoseEAH2Qrt4UxbcukPhQEGPQ,0,0,,
2vRgBSJEVPXxayrhXoazQyCKSGFYQG3ZdfT2Gv5gZykL,0,0,,
CRkwd2QedqDi5u6W2w6jeAViAUd1pR4AXs2aKvh7GW7M,0,0,,
2qfSePaCqvWkYnYUsYSm1VZYKtbzKYHh7gsnKcyrgspp,0,0,,
4ThReWAbAVZjNVgs5Ui9Pk3cZ5TYaD9u6Y89fp6EFzoF,0,0,,
2bXBmaYJwJfj5Cu8TDqLLrW1b9L7dK6sLgKoBBYRBzTH,0,0,,
Fv3ZG56M2cWvF8sy9VWzWyvtHPhugNc1BAzpyoAPvL7r,0,0,,
6156vEwBw11hGF6rkr3um5RPNWfBCYBFH7XcbEF47erH,0,0,,
5y1YcGVPFy8bEiCJi79kegF9igahmvDe5UrqswFvnpMJ,0,0,,
9ajPmmLNtwFsHjeU289Y1v9MU6WwoBGVcAnRVyPcj5YY,0,0,,
NFTUkR4u7wKxy9QLaX2TGvd9oZSWoMo4jqSJqdMb7Nk,0,0,,
FANTafPFBAt93BNJVpdu25pGPmca3RfwdsDsRrT3LX1r,0,0,,
cxxShYRVcepDudXhe7U62QHvw8uBJoKFifmzggGKVC2,0,0,,
MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,0,0,,
9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,0,0,,
UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,0,0,,
6F9XriABHfWhit6zmMUYAQBSy6XK5VF1cHXuW5LDpRtC,0,0,,
